isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
QG557	BGI2-RET1-QG557	UNKNOWN	QG557	14112040	13974484	0	171.116	13719879	283846	26378	19790	17406	14151	10666	6478	3422	1905	829	481	655	1137	3504	1513	0	652209	1201956	1020505	817229	613974	228211	337712	214167	133963	80894
QG557	BGI3-RET1b-QG557	UNKNOWN	QG557	26687623	26432723	0	155.675	25954583	539133	49041	36784	31449	25711	19042	11517	6011	3162	1330	697	809	1573	4743	2038	0	1216180	2226587	1858081	1468452	1083530	397694	581085	362668	222371	131300
QW947	UChicago-EA2-QW947	UNKNOWN	QW947	11933109	11660678	0	120.603	11606475	264077	18151	11090	8964	7147	5474	3416	2145	1097	509	279	175	256	462	820	2572	929001	811861	674937	533381	406410	297147	200677	136900	89766	60302
QW947	UChicago2-L008-QW947	UNKNOWN	QW947	22640223	22135301	0	74.9297	22041310	503919	32497	18480	13926	10499	7606	4784	2637	1369	573	274	145	134	194	384	1492	1690480	1451609	1181968	914223	675287	481737	323195	215153	138595	91267
QX1211	BGI1-RET3-QX1211	UNKNOWN	QX1211	17164480	16809502	0	165.296	16703366	345725	29164	20926	18129	14309	10214	5978	2901	1234	535	496	1131	1361	5994	3017	0	788625	1479304	1254337	973172	724034	266960	391009	248192	151994	91396
QX1211	BGI1-RET3-QX1215	UNKNOWN	QX1211	15199376	14885261	0	145.802	14804189	306784	23318	16601	13694	10593	7495	4404	2069	879	334	363	852	1057	4307	2437	0	677943	1251684	1053388	816878	605883	222685	325325	204868	124879	73095
QX1211	BGI1-RET7-QX1216	UNKNOWN	QX1211	17541031	17163330	0	147.719	17078321	353633	28264	20332	17725	13807	9797	5811	2668	1092	477	381	807	1117	4397	2402	0	784262	1440803	1205530	932582	686197	251579	365094	228262	138300	82039
QX1211	BGI2-RET3-QX1211	UNKNOWN	QX1211	20887263	20450075	0	154.616	20327712	421181	35062	25623	21896	17231	12642	7371	3457	1398	566	568	1282	1637	6608	3029	0	956008	1795282	1520774	1187350	884642	327727	480355	307652	190277	116183
QX1211	BGI2-RET3-QX1215	UNKNOWN	QX1211	17645660	17276886	0	137.769	17186628	355397	27735	19631	16257	12588	8904	5205	2407	1023	428	359	928	1229	4625	2316	0	787021	1456504	1227509	958148	710601	261725	382159	242780	149166	88746
QX1211	BGI2-RET7-QX1216	UNKNOWN	QX1211	16128588	15780689	0	152.613	15698957	325359	26790	19776	16708	12968	9554	5490	2627	1022	432	389	808	1097	4374	2237	0	722535	1331630	1117782	869708	640255	235410	342989	216997	132814	78358
QX1211	BGI3-RET3a-QX1211	UNKNOWN	QX1211	33790388	33062578	0	120.366	32903516	687817	54711	38321	32129	24720	17900	10879	5096	1948	802	605	673	1785	6840	2646	0	1511323	2813817	2372283	1850262	1370595	508725	748858	478793	295827	179254
QX1211	BGI3-RET3b-QX1215	UNKNOWN	QX1211	25552162	25008048	0	111.797	24896116	518274	39565	26501	22125	16520	11914	7004	3178	1296	494	420	413	1357	4883	2102	0	1124987	2072643	1736487	1351858	998893	369278	540683	342890	210833	126038
QX1211	BGI3-RET7b-QX1216	UNKNOWN	QX1211	28343266	27726647	0	133.464	27585013	575296	47214	34551	30142	23782	17232	10217	4896	1940	735	549	560	1747	6580	2812	0	1289647	2393251	2026911	1592766	1185639	442157	649117	414549	257120	155212
QX1211	Princeton1-PL_1-QX1211	UNKNOWN	QX1211	34912675	34129795	0	99.7333	34023012	764905	41172	22902	17578	13312	9930	6406	3474	1650	610	300	374	2126	2285	1613	872	2366787	2020103	1613482	1187904	971514	457934	315320	193168	106776	59872
QX1211	Princeton1-PL_7-QX1215	UNKNOWN	QX1211	21262690	20538278	0	200.378	20759865	433363	21983	11860	8743	6541	4791	2895	1535	601	276	156	370	1861	2154	2555	3141	1258130	1024487	777128	534257	369566	191527	119873	68413	35877	20245
QX1211	Princeton1-PL_8-QX1215	UNKNOWN	QX1211	7074062	6883882	0	190.17	6905007	144300	7465	4231	3120	2401	1769	1055	584	247	95	83	193	1032	1127	938	415	454571	373048	289007	200959	142090	77332	48894	27819	14118	7799
QX1211	Rockman-R106.4-QX1211	UNKNOWN	QX1211	53902807	52356766	0	194.944	52561244	1124195	63511	36541	28723	21915	16769	10162	6090	2846	1394	851	1185	3920	5419	6035	12007	3501674	2964468	2314707	1627248	1167642	684148	444080	267612	147941	85353
QX1212	BGI1-RET4-QX1212	UNKNOWN	QX1212	12144504	12019519	0	185.095	11839938	242826	16841	10534	8222	6354	4161	2358	1190	601	296	340	1075	936	5458	3374	0	535764	965635	791700	609135	449005	161698	232623	139510	82386	47343
QX1212	BGI1-RET5-QX1213	UNKNOWN	QX1212	17102887	16914372	0	236.2	16629808	348162	30609	21506	17861	14436	10207	6003	3114	1561	841	846	2053	2913	9521	3446	0	785205	1430334	1178374	916333	678969	248835	359059	216509	130093	76148
QX1212	BGI1-RET6-QX1214	UNKNOWN	QX1212	2718397	2688106	0	323.472	2648389	54945	3711	2199	1682	1320	931	507	280	166	151	176	417	591	1741	1191	0	113006	199521	159209	119192	86336	30387	42549	24929	14177	8050
QX1212	BGI2-RET4-QX1212	UNKNOWN	QX1212	10207918	10102185	0	196.982	9953380	203154	13683	8497	6580	5003	3310	1962	1021	482	286	271	1026	1347	5046	2870	0	450957	816255	670234	519504	385247	140244	203702	124804	75988	45158
QX1212	BGI2-RET5-QX1213	UNKNOWN	QX1212	14855848	14691402	0	245.525	14447452	299772	26229	18282	15241	12350	8780	5269	2717	1375	741	740	1825	2679	9052	3344	0	683965	1249775	1029316	802267	598709	218557	318235	192302	116860	69839
QX1212	BGI2-RET6-QX1214	UNKNOWN	QX1212	9905606	9792430	0	166.462	9659049	198909	13885	8365	6472	4589	3258	1972	1049	540	240	242	581	837	3800	1818	0	415794	750738	615283	476248	352102	129301	188478	115682	70664	42201
QX1212	BGI3-RET4a-QX1212	UNKNOWN	QX1212	32499907	32153994	0	112.872	31700960	648987	45262	27730	21663	16497	11581	6615	3160	1471	677	531	733	2304	8570	3166	0	1451565	2642914	2191966	1716684	1272864	471897	692431	431791	265137	158549
QX1212	BGI3-RET5b-QX1213	UNKNOWN	QX1212	27640955	27325274	0	186.603	26892821	559560	48633	34387	29013	22477	16067	9428	4825	2557	1416	1297	1698	3801	10041	2934	0	1239244	2254461	1857939	1446281	1071397	401430	590129	368330	227246	139251
QX1212	BGI3-RET6a-QX1214	UNKNOWN	QX1212	24675875	24386237	0	123.732	24070361	497412	34307	20546	15363	11179	7716	4376	2183	1213	777	743	950	1918	5088	1743	0	1006697	1794044	1450217	1114807	809334	300832	441706	275594	168991	102588
QX1212	Princeton1-PL_21-QX1214	UNKNOWN	QX1212	19202229	18801498	0	322.871	18715976	398526	22550	12084	8963	7183	5106	3159	1696	882	510	453	1083	4335	5802	10601	3320	1319342	1105202	861473	616445	452071	261241	167800	98432	54380	31725
QX1212	Princeton1-PL_5-QX1212	UNKNOWN	QX1212	22093119	21540511	0	323.747	21540692	462219	25754	13373	9962	8010	5416	3361	1904	1058	569	385	703	2498	3796	5532	7887	1337886	1091595	832202	575597	406557	212151	130865	72496	37277	20845
QX1212	Princeton1-PL_5-QX1213	UNKNOWN	QX1212	21081639	20433790	0	370.864	20555758	441695	23876	12075	8826	6940	4747	2994	1596	880	522	423	769	3055	4152	5589	7742	1225627	990457	754965	516522	360667	180003	108791	58373	30076	16483
QX1212	Princeton1-PL_6-QX1212	UNKNOWN	QX1212	5202453	5121912	0	435.772	5067114	109683	6261	3250	2468	1887	1407	946	610	386	283	229	434	1979	2226	2156	1134	340039	280642	216738	151629	111314	61026	37212	20899	10760	5777
QX1212	Princeton1-PL_6-QX1213	UNKNOWN	QX1212	4319699	4247559	0	479.692	4208710	90066	4963	2581	1929	1550	1051	731	447	298	213	161	326	1766	1973	1925	1009	275576	224288	171114	118391	86509	46921	27762	15267	7676	3976
QX1212	Princeton1-PL_7-QX1214	UNKNOWN	QX1212	15840425	15450952	0	441.403	15445970	329467	17476	8578	6542	4900	3419	2124	1141	594	395	276	763	3456	4198	5039	6087	907132	727248	546720	370177	262055	132418	78444	42431	21621	11651
QX1212	Princeton1-PL_8-QX1214	UNKNOWN	QX1212	5097184	5018496	0	460.896	4967085	106087	5709	3054	2122	1761	1239	785	474	291	212	128	344	2096	2437	2233	1127	327791	266715	204416	141923	103174	55754	33764	18709	9424	4937
QX1233	BGI1-RET4-QX1233	UNKNOWN	QX1233	17728970	17574175	0	142.563	17261413	360467	28715	20069	16557	12957	9250	5391	2569	1248	592	471	1006	1305	4313	2647	0	807224	1477079	1237172	973201	724505	266976	391167	244204	149481	88226
QX1233	BGI2-RET4-QX1233	UNKNOWN	QX1233	16725616	16576633	0	139.917	16287247	338262	27144	18666	15532	11952	8776	5017	2327	1097	497	434	952	1199	4102	2412	0	758113	1389067	1163047	918159	680957	251473	369260	230132	142224	84796
QX1233	BGI3-RET4b-QX1233	UNKNOWN	QX1233	29364889	29095910	0	117.193	28589465	593162	49840	35578	29230	23156	16457	9555	4673	2226	1112	887	1043	2002	4656	1847	0	1345217	2475547	2085679	1663473	1252548	475659	709064	458006	290566	179466
QX1233	Princeton1-PL_22-QX1233	UNKNOWN	QX1233	9228754	9134522	0	130.669	8998919	196624	11161	6106	4253	3325	2268	1408	708	315	161	97	200	898	878	1119	314	626350	522472	410956	295166	214318	123230	81318	48250	26449	16189
QX1791	BGI1-RET2-QX1791	UNKNOWN	QX1791	21245807	20880272	0	99.5922	20697779	434851	33312	21877	18778	14381	9726	5769	2945	1309	564	382	451	511	1863	1309	0	941567	1715951	1420005	1109062	802397	294485	430768	265800	161683	96146
QX1791	BGI2-RET2-QX1791	UNKNOWN	QX1791	20980665	20616634	0	95.1488	20442505	428055	32832	21832	18274	13898	9308	5402	2784	1202	526	354	417	537	1669	1070	0	926813	1680440	1383834	1074154	777760	283533	415724	254584	154647	91413
QX1791	BGI3-RET2b-QX1791	UNKNOWN	QX1791	24736126	24300832	0	97.9789	24092226	508284	39325	26183	21983	17412	11973	7353	3796	1714	793	446	282	689	2305	1362	0	1120317	2061355	1727086	1370508	1008361	375076	553419	346406	214948	131127
QX1791	Princeton1-PL_3-QX1791	UNKNOWN	QX1791	17441312	16836783	0	101.162	17029422	361492	18239	9552	7189	5495	3631	2177	1198	560	267	153	169	470	425	468	405	1023419	832568	639098	442617	299007	150871	93484	51629	26469	14674
QX1791	Princeton1-PL_4-QX1791	UNKNOWN	QX1791	5641962	5513275	0	98.5352	5506573	118201	6173	3111	2464	1908	1275	820	439	222	121	53	50	189	182	123	58	358621	293642	225759	159538	108919	56758	36696	19999	10247	5305
QX1792	BGI1-RET2-QX1792	UNKNOWN	QX1792	12016774	11869994	0	190.867	11676793	246695	22374	16878	15235	12460	8750	5379	2934	1454	719	510	531	780	3305	1977	0	549325	1003372	838720	656956	488008	178542	259193	160611	98008	58762
QX1792	BGI2-RET2-QX1792	UNKNOWN	QX1792	11876448	11730376	0	184.152	11543753	241855	22131	16810	14779	12168	8508	4925	2850	1307	677	501	479	771	3059	1875	0	539215	985216	818552	640868	473156	172725	251251	154884	94529	56328
QX1792	BGI3-RET2b-QX1792	UNKNOWN	QX1792	17815484	17588454	0	158.959	17314032	365081	33391	25198	22729	18562	13424	7984	4573	2189	1062	712	448	829	3525	1745	0	826399	1524550	1287662	1025641	765603	284009	418724	263195	163358	100232
QX1792	Princeton1-PL_5-QX1792	UNKNOWN	QX1792	23151074	22463404	0	113.469	22586233	492751	26604	13319	10058	7619	5196	3036	1605	858	364	203	224	657	683	798	866	1364982	1107741	846408	581094	392748	199694	124349	68798	34879	19456
QX1792	Princeton1-PL_6-QX1792	UNKNOWN	QX1792	5465101	5373297	0	106.599	5330673	116530	6514	3324	2432	1916	1327	789	466	228	102	51	75	218	209	167	80	347906	284484	218631	151320	105857	55972	35572	19952	9981	5446
QX1792	UChicago-EA1-QX1792	UNKNOWN	QX1792	18080206	17880923	0	103.742	17601510	401307	25031	13855	10597	8385	6156	3841	2205	1220	561	315	288	404	318	969	3244	1364641	1178867	961060	739892	546850	384981	249523	163597	102708	67937
QX1792	UChicago2-L007-QX1792	UNKNOWN	QX1792	20098958	19839749	0	73.6813	19572327	451974	27038	14499	10428	7637	5480	3404	1814	990	434	246	183	123	151	282	1948	1466976	1256752	1013188	770388	554790	385158	247599	159396	96755	63318
QX1793	BGI1-RET2-QX1793	UNKNOWN	QX1793	14940783	14746594	0	125.988	14562172	299274	22491	15444	12412	9732	6868	3940	2023	1006	394	233	358	485	2333	1618	0	639160	1148664	940792	727502	523861	187458	270544	166178	99134	56446
QX1793	BGI2-RET2-QX1793	UNKNOWN	QX1793	13748046	13569260	0	118.313	13402768	274773	20307	13916	11091	8643	5926	3373	1718	848	344	212	294	543	1968	1322	0	589241	1057889	861805	664899	478114	171262	246036	150372	90094	52330
QX1793	BGI3-RET2b-QX1793	UNKNOWN	QX1793	17925301	17670834	0	100.557	17472024	361167	27230	18260	14672	11410	7907	4664	2359	1215	479	238	231	425	1916	1104	0	783123	1419490	1175499	919925	666035	242509	350973	219059	133705	78441
QX1793	Princeton1-PL_7-QX1793	UNKNOWN	QX1793	12954851	12546459	0	122.62	12639010	276037	15197	7416	5215	3907	2764	1557	829	402	186	63	114	492	539	576	547	741274	594016	455368	313015	210730	102199	63097	35135	17867	9964
QX1793	Princeton1-PL_8-QX1793	UNKNOWN	QX1793	3870915	3799335	0	111.228	3778148	80731	4280	2251	1648	1258	849	503	279	139	80	23	31	213	219	163	100	244941	198857	153030	107264	74754	39047	24269	13677	7031	3738
QX1794	BGI1-RET2-QX1794	UNKNOWN	QX1794	26142742	25683653	0	139.606	25454785	533397	42130	29537	24447	19130	13210	7804	3839	1620	728	571	1332	1789	5781	2642	0	1152202	2086785	1721840	1342227	990192	362372	526934	327290	197342	116265
QX1794	BGI2-RET2-QX1794	UNKNOWN	QX1794	25631964	25177452	0	134.997	24964127	520567	40702	28400	23366	18070	12504	7303	3532	1558	740	597	1164	1750	5140	2444	0	1122130	2028558	1665699	1293414	950641	347484	502888	310764	187535	110174
QX1794	BGI3-RET2b-QX1794	UNKNOWN	QX1794	34006345	33374254	0	125.596	33110415	694569	54827	38698	31994	25229	17760	10558	5294	2214	937	647	919	2349	7293	2642	0	1524054	2793380	2334286	1846554	1378764	513233	752495	474297	291173	175769
RC301	BGI1-RET5-RC301	UNKNOWN	RC301	9799550	9731052	0	210.122	9537376	197606	15891	11355	9577	7561	5137	2926	1626	850	496	382	903	1313	4383	2168	0	436431	789100	657129	512951	380643	137321	199296	119622	72632	42235
RC301	BGI2-RET5-RC301	UNKNOWN	RC301	8603396	8543090	0	225.933	8372124	172934	14091	10038	8496	6647	4645	2734	1441	838	426	357	836	1311	4446	2032	0	384014	695533	581195	455695	339227	122449	177958	107482	66092	39035
RC301	BGI3-RET5a-RC301	UNKNOWN	RC301	17558734	17436378	0	162.225	17096420	353356	28337	20384	16868	13289	9455	5302	2703	1532	660	453	595	1529	5483	2368	0	780673	1412765	1172945	917912	674091	245510	356057	217732	132898	78609
RC301	MMP-ML_2-PX174	UNKNOWN	RC301	4271090	4203436	0	211.126	4164982	89646	4417	2449	1856	1420	1027	663	386	292	261	279	341	433	507	765	1366	289414	243605	196251	148493	106957	74378	47214	29949	18884	12232
RC301	MMP-ML_3-PX174	UNKNOWN	RC301	6626412	6540489	0	219.564	6459808	140229	7038	3738	2887	2215	1608	1002	670	430	357	320	384	555	837	1341	2993	458415	390188	314577	238591	173062	119767	75974	47683	29730	19458
RC301	MMP-ML_5-PX174	UNKNOWN	RC301	3290841	3249394	0	260.292	3207488	69264	3446	1966	1493	1099	811	489	240	143	101	63	84	141	347	1435	2231	228183	194313	156704	118598	86665	59890	37682	23744	14696	9436
RC301	MMP-ML_6-PX174	UNKNOWN	RC301	5180740	5104815	0	226.016	5049966	109907	5577	2915	2249	1662	1237	773	424	243	148	168	184	335	621	1454	2877	357942	304252	246224	186706	136855	94427	59520	37220	23421	15601
RC301	MMP-ML_7-PX174	UNKNOWN	RC301	9591807	9451251	0	217.77	9351827	202400	10152	5444	4131	3098	2172	1291	839	492	332	272	291	464	980	2600	5022	657601	559732	450314	339919	247307	170628	107327	66790	41383	27223
RC301	Princeton1-PL_18-RC301	UNKNOWN	RC301	7153872	7087460	0	292.118	6970574	152784	8502	4690	3475	2792	1942	1207	679	345	186	106	246	1329	1633	1670	1712	438215	359724	277045	199602	145347	80298	50456	28750	15287	8741
RC301	Princeton1-PL_19-RC301	UNKNOWN	RC301	18182890	17983141	0	257.95	17705870	394936	21871	11445	8900	6762	5176	3031	1740	908	517	261	365	1440	2124	5142	12402	1231751	1050044	851550	641020	476082	307091	192358	118016	68842	43121
RC301	Rockman-R076.3-RC301	UNKNOWN	RC301	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RC301	Rockman-R076.4-RC301	UNKNOWN	RC301	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RC301	Rockman-R083.8-PX174	UNKNOWN	RC301	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WN2001	BGI1-RET4-WN2014	UNKNOWN	WN2001	12053693	11922235	0	129.214	11765890	235204	15320	9346	7639	5713	3720	2128	1041	518	255	285	784	914	3007	1929	0	530652	953246	786627	609313	445454	162515	236501	147285	89216	53352
WN2001	BGI1-RET5-WN2011	UNKNOWN	WN2001	14827780	14652247	0	168.669	14422106	299634	26540	19750	16703	13816	9759	6059	2960	1355	643	481	1025	1253	3704	1992	0	688791	1256130	1049553	828975	611298	223723	327733	202097	123355	73467
WN2001	BGI1-RET5-WN2018	UNKNOWN	WN2001	13047224	12809339	0	163.818	12702779	258822	21694	15694	13587	11029	7623	4531	2285	1118	455	391	820	1102	3315	1979	0	594093	1074491	893511	700043	516063	190211	278377	172927	105976	62239
WN2001	BGI1-RET6-WN2001	UNKNOWN	WN2001	4513350	4467827	0	134.502	4397427	90880	7254	4696	3985	3022	2023	1257	610	269	141	120	253	266	663	484	0	195423	351766	288556	222837	160248	58246	83846	49541	28896	16412
WN2001	BGI1-RET6-WN2017	UNKNOWN	WN2001	7205798	7087462	0	158.205	7019620	143528	11308	7820	6659	5293	3583	2012	1015	442	267	260	721	521	1590	1159	0	319714	575282	474379	367844	267728	97434	141425	86938	52047	29640
WN2001	BGI1-RET7-WN2010	UNKNOWN	WN2001	14285047	14108255	0	152.726	13913648	284335	22852	16428	13780	10788	7523	4444	2182	968	453	378	849	1084	3325	2010	0	640450	1156233	957698	745695	544424	198794	287939	176287	105270	61233
WN2001	BGI1-RET7-WN2013	UNKNOWN	WN2001	18602739	18383985	0	133.663	18140298	364580	26972	18280	15305	11866	8161	4634	2327	1021	523	382	965	1247	3918	2260	0	828169	1486890	1222546	947067	685098	249829	361729	220133	131358	76418
WN2001	BGI1-RET7-WN2016	UNKNOWN	WN2001	18913997	18687495	0	94.0251	18454022	375340	26855	16869	13086	10009	6393	3677	1757	805	337	239	563	701	2072	1272	0	812335	1452368	1177041	901518	644770	233966	337031	203555	120530	68653
WN2001	BGI1-RET7-WN2019	UNKNOWN	WN2001	16435444	16215679	0	99.5932	16040850	323078	22361	14037	11059	8027	5411	3143	1485	628	310	238	552	734	2168	1363	0	702506	1252746	1021173	787682	565261	206100	296807	182033	109525	63549
WN2001	BGI1-RET7-WN2020	UNKNOWN	WN2001	14546210	14348101	0	137.557	14193073	281601	20190	13153	10750	8349	5680	3228	1597	736	357	294	744	1053	3396	2009	0	637163	1136026	928503	715163	516893	188445	270909	165043	99194	56885
WN2001	BGI2-RET4-WN2014	UNKNOWN	WN2001	11288116	11164420	0	133.301	11020260	218913	14228	8729	6925	5213	3456	1953	1060	451	265	235	719	920	2952	1837	0	494243	890879	731872	565767	412984	150899	220751	137024	84099	50007
WN2001	BGI2-RET5-WN2011	UNKNOWN	WN2001	13364701	13205491	0	177.273	12995584	269848	24415	18483	15937	12902	9028	5343	2730	1283	570	464	999	1325	3789	2001	0	620543	1130266	946588	748386	552256	202739	294961	183453	111591	67250
WN2001	BGI2-RET5-WN2018	UNKNOWN	WN2001	11287956	11079055	0	170.073	10990111	222694	18974	13696	11755	9450	6690	3858	1944	858	444	364	805	1017	3389	1907	0	514278	932637	777448	613816	453101	167231	246081	153268	94334	56564
WN2001	BGI2-RET6-WN2001	UNKNOWN	WN2001	12279165	12149333	0	131.047	11965788	247971	18657	12015	9875	8036	5119	3133	1504	692	333	232	564	783	2615	1848	0	537983	976424	809880	638633	471702	174293	254487	159022	97059	58336
WN2001	BGI2-RET6-WN2017	UNKNOWN	WN2001	17774779	17434875	0	129.083	17324919	352560	27222	18079	14755	11669	7899	4842	2243	960	497	379	1103	1472	3810	2370	0	799757	1456188	1218070	964587	721064	269397	400044	256264	160417	96803
WN2001	BGI2-RET7-WN2010	UNKNOWN	WN2001	12898493	12736491	0	159.511	12561079	256307	20896	15094	12833	10092	7025	4235	2082	928	468	330	767	1063	3296	1998	0	580566	1050631	872637	685121	503110	184643	268135	165913	101324	60229
WN2001	BGI2-RET7-WN2013	UNKNOWN	WN2001	14697388	14522066	0	144.93	14332193	285291	21432	14696	12194	9522	6678	3858	1906	856	385	365	849	1152	3794	2217	0	660129	1193066	985605	769053	561593	206082	299447	185188	112746	66941
WN2001	BGI2-RET7-WN2016	UNKNOWN	WN2001	16986980	16781200	0	95.8802	16575309	335743	24166	15228	11621	8726	5658	3305	1598	697	280	249	594	620	1969	1217	0	731970	1305674	1060598	812595	582473	211819	305948	184622	110168	64068
WN2001	BGI2-RET7-WN2019	UNKNOWN	WN2001	14740606	14542128	0	101.677	14385324	289970	20114	12899	9872	7521	4981	2885	1346	573	287	244	512	693	2067	1318	0	633764	1131705	925377	715058	517328	188715	273933	168879	101992	60227
WN2001	BGI2-RET7-WN2020	UNKNOWN	WN2001	12718170	12543098	0	144.666	12407493	246887	17639	11566	9543	7422	5069	2930	1451	673	300	298	784	1013	3145	1957	0	556789	999155	820413	634341	459632	167899	244106	150518	90842	53840
WN2001	BGI3-RET1b-WN2021	UNKNOWN	WN2001	27175987	26798080	0	131.412	26482722	533664	42573	29926	25258	20687	14488	8624	4366	1984	887	543	807	1731	5270	2457	0	1215294	2211756	1842592	1451039	1069675	398214	583574	366341	226309	136679
WN2001	BGI3-RET4b-WN2014	UNKNOWN	WN2001	23912927	23641493	0	95.1938	23348139	460921	31306	19978	15872	12027	7855	4592	2309	1146	686	557	782	1726	3525	1506	0	1059857	1919780	1596606	1256813	929307	349402	519765	333168	210250	131134
