isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
JU323	MMP-ML_2-JU322	UNKNOWN	JU323	4696842	4616396	0	79.8446	4586585	95494	5154	2715	2108	1591	1116	665	388	191	123	78	80	85	112	145	212	320663	269677	213263	157747	112175	76160	49109	31648	20124	13021
JU323	MMP-ML_3-JU322	UNKNOWN	JU323	8161831	8049509	0	82.8358	7969996	165999	8722	4852	3567	2908	1945	1224	666	369	189	125	117	151	191	277	533	565730	481502	378797	280814	199234	136242	87150	55340	34810	22677
JU323	MMP-ML_5-JU322	UNKNOWN	JU323	3690398	3640560	0	92.9226	3602901	75360	3991	2280	1651	1308	918	533	333	169	82	42	32	30	90	286	392	258654	220647	173987	128414	92005	62818	40090	25682	16168	10366
JU323	MMP-ML_6-JU322	UNKNOWN	JU323	3999589	3935168	0	81.5023	3905200	81551	4385	2386	1872	1325	987	577	323	156	74	37	47	53	95	202	319	278971	237722	188773	139839	98772	68338	44022	28272	17644	11265
JU323	MMP-ML_7-JU322	UNKNOWN	JU323	7563763	7442800	0	81.5223	7386264	153731	8094	4454	3457	2512	1747	1050	581	285	166	96	77	90	167	386	606	525425	446251	350647	259612	185082	125810	81471	51073	32197	20416
JU346	BGI1-RET2-JU346	UNKNOWN	JU346	16109487	15767347	0	165.29	15659614	328558	29857	22723	19880	16081	11448	6797	3696	1741	731	490	771	1244	3755	2101	0	735399	1364928	1146394	907485	678982	254239	376827	234787	147030	90740
JU346	BGI2-RET2-JU346	UNKNOWN	JU346	15778402	15441775	0	154.958	15344225	319507	28808	21748	18796	15132	10863	6268	3298	1604	685	412	671	1164	3334	1887	0	719140	1329175	1113477	880200	656351	245600	363474	227030	142582	87641
JU346	BGI3-RET2b-JU346	UNKNOWN	JU346	24365822	23796924	0	138.553	23688566	497905	44941	34002	30048	24105	17398	10442	5635	2796	1026	570	667	1530	4317	1874	0	1127817	2112130	1796413	1444833	1091458	415002	622306	397370	254159	160776
JU346	Princeton1-PL_9-JU346	UNKNOWN	JU346	16999244	16709773	0	82.7749	16605022	347920	16776	9056	6746	5048	3615	2101	1171	569	214	118	121	349	254	116	48	1025638	826353	628042	430550	289432	152810	93887	51380	25852	13391
JU346	Rockman-R083.8-JU345	UNKNOWN	JU346	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JU360	BGI1-RET1-JU360	UNKNOWN	JU360	17914092	17666822	0	164.172	17399678	367126	35079	27146	24928	20538	15238	9617	5105	2590	1071	638	741	811	2517	1269	0	800641	1496556	1274143	1029609	779978	293227	441442	279471	179161	113462
JU360	BGI1-RET2-JU363	UNKNOWN	JU360	10571271	10360418	0	244.772	10225662	224794	26324	22146	20655	17187	12788	7737	4181	2008	909	627	802	974	2805	1672	0	478787	889797	758380	612791	467163	174520	260279	163930	105435	66269
JU360	BGI2-RET1-JU360	UNKNOWN	JU360	15964965	15745876	0	159.846	15512536	324916	31023	23596	21628	17420	12927	8178	4390	2168	881	553	645	774	2214	1116	0	711879	1329777	1130436	910086	688546	258040	387950	244826	157727	100057
JU360	BGI2-RET2-JU363	UNKNOWN	JU360	9872892	9679173	0	230.132	9558211	208160	23829	19798	18189	14824	11172	6696	3523	1786	747	488	668	876	2445	1480	0	446254	825418	704003	565504	428750	159276	236077	148821	95399	60039
JU360	BGI3-RET1b-JU360	UNKNOWN	JU360	29725098	29317370	0	156.286	28885888	609529	56426	42879	39069	31990	23515	14456	7786	3948	1576	935	949	1191	3349	1612	0	1325392	2446118	2052914	1628863	1209210	447745	663653	411395	257978	160132
JU360	BGI3-RET2b-JU363	UNKNOWN	JU360	13027691	12735082	0	190.537	12617088	276696	30930	24977	23023	19083	14011	8546	4654	2220	856	581	676	950	2234	1166	0	600459	1119958	965638	789882	603009	227703	344363	221410	145215	93238
JU360	MMP-ML_2-JU360	UNKNOWN	JU360	3878704	3772254	0	60.6419	3788600	79315	3741	1994	1542	1249	870	518	271	150	75	45	41	41	62	77	113	260701	221327	178825	135544	97679	68471	45189	30150	20049	14018
JU360	MMP-ML_3-JU360	UNKNOWN	JU360	6114710	5961301	0	64.9336	5971736	125254	6224	3238	2529	1893	1405	809	459	268	148	80	64	78	102	147	276	418463	358349	290151	220635	159408	111385	73354	48306	32200	23076
JU360	MMP-ML_5-JU360	UNKNOWN	JU360	3207828	3120560	0	69.4884	3132542	65794	3245	1801	1365	969	737	439	231	126	59	32	26	25	54	166	217	220830	189677	152965	115740	84008	59116	39251	26106	17676	13118
JU360	MMP-ML_6-JU360	UNKNOWN	JU360	4987670	4843059	0	62.823	4870087	102940	4960	2823	2147	1646	1126	654	349	177	94	63	39	56	91	176	242	341692	292002	237992	179887	130773	92702	62045	41041	27623	20395
JU360	MMP-ML_7-JU360	UNKNOWN	JU360	9096826	8833522	0	63.8581	8885332	185249	9168	4904	3768	2859	2012	1132	682	317	164	81	70	83	167	322	516	619562	531233	429686	323581	234663	165625	109537	72055	48648	36050
JU360	Princeton1-PL_12-JU360	UNKNOWN	JU360	12030207	11719191	0	85.7128	11738511	255161	13040	6941	5294	4069	2875	1691	937	477	196	111	111	367	258	121	47	774213	644708	504098	355727	238127	126088	78139	42105	21440	11541
JU360	UChicago-EA2-JU363	UNKNOWN	JU360	17169380	16715526	0	90.363	16726415	373948	22301	12397	9543	7408	5495	3513	1973	1014	504	239	247	488	472	908	2515	1283213	1120289	926034	729788	551807	398561	267638	181000	119226	86590
JU360	UChicago2-L008-JU363	UNKNOWN	JU360	22468574	21894446	0	58.046	21899954	494793	27674	14311	10356	7470	5242	3119	1692	827	394	192	145	199	267	395	1544	1640422	1403799	1138891	878544	643001	450319	296468	194423	124955	87793
JU367	BGI1-RET7-JU367	UNKNOWN	JU367	18854743	18767707	0	100.004	18361739	391082	31122	20314	16320	12185	8681	4870	2409	1127	544	335	497	712	1703	1103	0	820792	1500813	1244834	964719	702880	259077	376396	228553	137690	80358
JU367	BGI2-RET7-JU367	UNKNOWN	JU367	17225408	17146201	0	99.5667	16775140	356632	28409	18691	14968	11440	7910	4466	2181	1058	467	283	472	636	1626	1029	0	752481	1376980	1144184	890221	648997	238584	349547	213472	128699	75864
JU367	BGI3-RET7b-JU367	UNKNOWN	JU367	28437100	28295280	0	98.7845	27684632	590958	47859	31914	26003	20241	14215	8257	4066	1938	870	494	509	981	2603	1560	0	1262633	2330919	1953146	1540206	1134968	423020	623819	385532	236127	140887
JU367	MMP-ML_2-JU361	UNKNOWN	JU367	3835211	3790148	0	71.4617	3744895	78742	3988	2223	1698	1270	839	523	293	179	77	64	59	66	68	97	130	258110	218236	174845	130093	93316	64176	41919	26631	16715	10813
JU367	MMP-ML_3-JU361	UNKNOWN	JU367	6703764	6645565	0	73.069	6544749	138444	7121	3901	2882	2269	1534	1005	502	288	163	107	92	85	125	204	293	459387	389996	311237	233899	167899	115607	73929	46616	29373	18834
JU367	MMP-ML_5-JU361	UNKNOWN	JU367	3255116	3227198	0	82.7114	3177503	67335	3402	1911	1389	1185	802	483	257	133	71	44	31	29	85	187	269	225214	192502	153816	114540	82062	56895	36677	22955	14268	9531
JU367	MMP-ML_6-JU361	UNKNOWN	JU367	4563131	4514005	0	71.0347	4454759	94797	4664	2562	1948	1459	1030	649	342	200	75	55	38	51	93	169	240	313737	267208	214103	160451	114835	79853	51567	32836	20402	13137
JU367	MMP-ML_7-JU361	UNKNOWN	JU367	8583353	8490371	0	68.4909	8380642	176875	9019	4996	3683	2725	1995	1180	659	313	153	72	60	87	163	293	438	587861	499172	398874	296712	213356	147606	94475	59500	36558	23944
JU393	BGI1-RET6-JU393	UNKNOWN	JU393	4913798	4869592	0	147.177	4778492	100326	8991	6694	6039	4738	3411	1924	940	431	203	159	221	340	563	326	0	221747	405164	334112	259588	184530	66455	94471	54682	31498	17621
JU393	BGI2-RET6-JU393	UNKNOWN	JU393	14764515	14625777	0	131.426	14358140	304480	27059	19387	17107	13361	9405	5575	2850	1311	613	431	539	789	2175	1293	0	672233	1244864	1053519	846405	625004	232225	342075	210287	129618	78547
JU393	BGI3-RET6b-JU393	UNKNOWN	JU393	28452550	28179703	0	119.059	27672894	586339	52192	38112	32919	26028	18264	10424	5302	2465	1117	798	822	1412	2426	1036	0	1267344	2325079	1945960	1550682	1142072	425451	631515	391283	242201	148206
JU394	BGI1-RET4-JU394	UNKNOWN	JU394	8731704	8646238	0	198.564	8482556	176879	16083	12982	11802	9377	6877	4081	2033	982	453	341	610	844	3579	2225	0	410636	771418	660569	528803	401204	150590	224344	138751	87897	53773
JU394	BGI2-RET4-JU394	UNKNOWN	JU394	8125760	8044966	0	202.179	7893642	164675	15018	11925	10827	8881	6421	3806	1890	881	415	334	564	853	3459	2169	0	380440	715665	612523	490496	374274	139856	208253	130067	82644	51116
JU394	BGI3-RET4b-JU394	UNKNOWN	JU394	13932891	13794173	0	165.58	13533925	280632	27231	21768	20350	16465	11828	6912	3368	1722	819	686	663	1416	3554	1552	0	654943	1234508	1060489	859192	653295	250595	379246	244309	157895	100314
JU394	MMP-ML_2-JU394	UNKNOWN	JU394	4702022	4651460	0	67.5487	4589880	97554	4893	2804	2130	1681	1150	680	386	184	106	71	51	71	89	122	170	333615	283196	225842	171128	121770	84893	54922	35217	21770	13935
JU394	MMP-ML_3-JU394	UNKNOWN	JU394	7640618	7578711	0	74.2543	7457127	159292	7962	4619	3462	2706	1886	1255	668	367	172	109	110	97	123	232	431	551968	472120	378445	286213	204703	142464	91284	57912	35142	23411
JU394	MMP-ML_5-JU394	UNKNOWN	JU394	3718142	3688676	0	80.5876	3628032	77891	3983	2341	1750	1320	918	577	310	167	82	49	25	28	72	230	367	271101	232399	186335	139170	100805	70356	44990	28457	17529	11542
JU394	MMP-ML_6-JU394	UNKNOWN	JU394	4752972	4707586	0	70.4979	4638554	99469	5015	2794	2193	1637	1182	688	344	175	80	42	31	57	76	228	407	344257	295094	237896	179195	128463	89869	58004	36745	22579	14654
JU394	MMP-ML_7-JU394	UNKNOWN	JU394	8874542	8787696	0	70.9232	8660833	185412	9570	5384	4207	3177	2029	1309	672	329	163	120	78	82	150	373	654	639498	547034	438923	329710	236778	164021	105395	66155	40954	26351
JU394	Rockman-R076.2-JU400	UNKNOWN	JU394	0	0	0	UNKNOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JU397	BGI1-RET5-JU397	UNKNOWN	JU397	19154339	19031857	0	104.766	18668284	385280	28459	19486	16866	12810	8875	4937	2483	1026	467	284	544	711	2326	1501	0	857343	1549521	1280430	994220	720898	264923	383445	233198	139354	80077
JU397	BGI2-RET5-JU397	UNKNOWN	JU397	17394131	17282629	0	108.46	16951908	349399	26154	18007	15381	11617	8107	4579	2220	965	397	291	539	737	2300	1530	0	777488	1407187	1164398	904897	661305	242857	352072	216074	129624	75302
JU397	BGI3-RET5b-JU397	UNKNOWN	JU397	32773413	32558961	0	86.9927	31952890	655882	48254	33227	27672	21326	14236	7770	3858	1691	770	543	578	1110	2474	1132	0	1434253	2584489	2125701	1649589	1206841	449919	659622	412573	253739	152085
JU406	BGI1-RET6-JU406	UNKNOWN	JU406	3710868	3696435	0	106.099	3619128	74484	5080	3392	2742	2091	1440	817	352	164	71	84	153	205	388	277	0	158263	282452	230741	176083	125786	45395	64558	37944	22162	12377
JU406	BGI2-RET6-JU406	UNKNOWN	JU406	10417401	10377294	0	107.16	10160445	209314	14220	9059	7398	5358	3691	2138	1024	492	243	180	353	488	1781	1217	0	451257	821558	682391	532269	390489	143823	210350	129194	78438	46012
JU406	BGI3-RET6b-JU406	UNKNOWN	JU406	20478068	20398264	0	93.6228	19976994	409641	27824	18186	14394	10823	7325	4298	1966	968	540	423	509	1016	2166	995	0	868665	1563949	1285887	997237	725797	269356	396086	245207	150666	90217
JU440	BGI1-RET3-JU440	UNKNOWN	JU440	12907603	12856882	0	99.3206	12586484	260046	18417	11845	9572	7067	4935	2779	1274	629	254	175	410	520	1898	1298	0	569836	1036567	860495	669077	491708	180980	264389	161918	98080	56836
JU440	BGI2-RET3-JU440	UNKNOWN	JU440	14754761	14696713	0	101.941	14387617	296252	20981	13593	11151	8328	5934	3230	1559	681	322	217	375	561	2352	1608	0	652185	1186189	984834	770432	566006	207741	304371	187685	113998	66731
JU440	BGI3-RET3b-JU440	UNKNOWN	JU440	25064219	24963919	0	80.9778	24446561	506717	35416	21782	17370	12803	9200	5180	2469	1082	466	268	277	690	2438	1500	0	1092315	1980984	1638729	1275885	937478	346072	505585	312900	192171	112275
JU440	Princeton1-PL_9-JU440	UNKNOWN	JU440	17939713	17707898	0	86.0904	17524080	367802	17630	9176	6947	5162	3703	2056	1102	538	211	112	151	495	342	150	56	1057792	844391	635083	432491	288227	149754	91744	49331	24701	12830
JU561	BGI1-RET7-JU561	UNKNOWN	JU561	14002091	13902982	0	116.734	13643265	281346	22879	15092	12290	9610	6583	3811	1932	844	351	291	418	579	1723	1077	0	620382	1150713	935321	708078	500830	182364	264305	158683	97567	62741
JU561	BGI2-RET7-JU561	UNKNOWN	JU561	13002339	12909915	0	118.879	12668269	260694	21163	14307	11850	9100	6366	3729	1765	837	367	219	360	483	1755	1075	0	575673	1074992	879152	664948	472542	171797	250474	151205	94628	61857
JU561	BGI3-RET7b-JU561	UNKNOWN	JU561	22924510	22758512	0	111.86	22329500	463191	37788	25379	21214	16736	12039	7153	3493	1534	663	420	437	795	2689	1479	0	1031768	1936249	1598701	1228641	881598	325183	474839	290636	182589	119836
JU642	BGI1-RET4-JU642	UNKNOWN	JU642	16675349	16568042	0	97.424	16243757	336633	27080	18491	16242	12452	8295	4880	2324	922	426	304	473	457	1521	1092	0	759261	1398632	1166662	911658	670468	250072	366518	224823	137012	81504
JU642	BGI2-RET4-JU642	UNKNOWN	JU642	15647675	15546628	0	102.186	15244110	314454	24893	17611	15079	11493	7913	4439	2244	939	391	292	615	647	1500	1055	0	710277	1308880	1085247	852269	625115	232916	342564	210128	129628	76999
JU642	BGI3-RET4b-JU642	UNKNOWN	JU642	22175509	22031940	0	100.824	21590516	445521	38032	27502	23913	18811	12747	7406	3653	1389	769	556	678	1209	1963	844	0	1025536	1899037	1603055	1279845	958393	366420	547135	349318	220501	137421
JU642	MMP-ML_2-JU642	UNKNOWN	JU642	4596108	4519984	0	70.5253	4489067	93090	4794	2672	2053	1526	1109	655	355	200	102	58	68	54	60	94	151	312362	262935	207999	153944	109310	74990	48710	30861	19723	12642
JU642	MMP-ML_3-JU642	UNKNOWN	JU642	7885162	7778221	0	72.1409	7700364	160468	8341	4576	3574	2726	1851	1136	636	331	177	97	90	117	179	182	317	545815	461278	365641	271538	193895	133163	85529	54100	34017	21525
JU642	MMP-ML_5-JU642	UNKNOWN	JU642	3655567	3607540	0	74.3947	3569081	75160	3851	2183	1630	1236	852	516	302	116	63	25	24	32	67	194	235	255152	217307	171671	127580	90425	62608	40245	25351	15711	10021
JU642	MMP-ML_6-JU642	UNKNOWN	JU642	4020525	3957709	0	69.7166	3925703	82744	4169	2309	1728	1318	925	549	309	134	72	37	30	46	94	155	203	278085	237041	188108	140424	100039	68969	45031	28376	17474	11297
JU642	MMP-ML_7-JU642	UNKNOWN	JU642	7538761	7422474	0	68.1828	7361203	154483	7953	4426	3460	2602	1719	1021	561	260	139	48	66	52	121	275	372	520251	441411	348553	258898	183205	126028	81816	50723	31814	20490
JU642	Princeton1-PL_18-JU642	UNKNOWN	JU642	7811620	7737120	0	139.397	7609703	158733	11735	7666	6777	5580	3899	2490	1505	749	409	259	270	502	529	439	375	559848	507748	417652	326593	247586	142977	95369	55005	29990	16669
JU642	Princeton1-PL_19-JU642	UNKNOWN	JU642	16915133	16676574	0	132.279	16471138	350715	24718	15551	13460	10918	8001	5153	3351	1760	935	660	663	1085	1242	2346	3437	1312187	1238787	1082703	876935	672379	455790	300774	186970	110138	66557
JU751	BGI1-RET5-JU751	UNKNOWN	JU751	18371774	18144824	0	104.399	17920592	368302	25079	16218	12514	9452	6501	3774	1926	892	453	341	644	824	2654	1608	0	807921	1452630	1190665	918568	666534	242184	352466	213614	127817	73853
JU751	BGI2-RET5-JU751	UNKNOWN	JU751	16213433	16012627	0	110.179	15814769	323948	22419	14250	11386	8627	5802	3478	1769	790	368	286	619	818	2556	1548	0	712519	1281954	1052003	811909	588432	214580	311491	189323	113856	67166
JU751	BGI3-RET5a-JU751	UNKNOWN	JU751	35722968	35271083	0	82.2318	34853380	716394	48672	30334	23729	18094	12465	7071	3546	1664	777	497	504	995	3075	1771	0	1556417	2800582	2291526	1766826	1281006	469387	682595	419689	252361	147976
JU774	BGI1-RET7-JU774	UNKNOWN	JU774	16217897	16061439	0	115.159	15792218	328061	27211	19166	16187	12650	8966	5187	2524	1087	532	309	396	592	1722	1089	0	725958	1314787	1090952	852719	617370	226662	326880	199137	119572	69998
JU774	BGI2-RET7-JU774	UNKNOWN	JU774	14675444	14533598	0	112.843	14292311	294790	24688	17327	14786	11626	7815	4637	2234	996	478	289	371	538	1513	1045	0	659588	1196884	996526	778798	567329	208329	302601	186136	113077	67782
JU774	BGI3-RET7a-JU774	UNKNOWN	JU774	28450289	28168340	0	108.053	27700422	571995	48970	35332	29943	23806	16674	9481	4465	2092	994	659	616	1289	2445	1106	0	1276755	2320025	1939239	1529615	1126835	422627	622190	392016	244664	149976
JU774	Princeton1-PL_18-JU774	UNKNOWN	JU774	10321325	10191215	0	106.152	10071642	216418	11691	6363	4858	3717	2593	1503	814	418	176	96	108	265	279	206	178	602865	487357	361272	258892	179370	96114	61358	34989	18583	10384
JU774	Princeton1-PL_19-JU774	UNKNOWN	JU774	15455806	15259893	0	94.4164	15069943	333783	18022	9524	7301	5595	4116	2503	1348	683	251	157	136	258	315	722	1149	1012885	847816	674586	497274	352348	223898	142819	86838	50081	30614
JU775	BGI1-RET2-JU775	UNKNOWN	JU775	13415546	13222562	0	203.229	13043104	271930	23991	17814	15975	12889	9251	5479	2762	1214	625	460	965	1448	5157	2482	0	603522	1105952	927368	729549	536093	196789	288096	178465	110019	67012
JU775	BGI2-RET2-JU775	UNKNOWN	JU775	13114180	12925792	0	191.139	12754381	263955	23300	17737	15441	12039	8743	5226	2559	1179	594	428	831	1281	4305	2181	0	587326	1072954	895846	702486	514757	188495	274884	169153	104809	63921
JU775	BGI3-RET2a-JU775	UNKNOWN	JU775	23659354	23297668	0	155.983	23010142	482000	42043	30824	27496	21915	15945	9397	4758	2143	988	613	700	1703	6216	2471	0	1076971	1977422	1672600	1325648	979229	365016	536891	336538	210137	129187
JU775	MMP-ML_2-JU775	UNKNOWN	JU775	3643941	3564291	0	148.72	3559228	72399	3631	2056	1618	1214	833	529	311	214	134	119	178	232	246	361	638	248787	208156	164498	121233	85833	58225	37836	23924	15258	10227
JU775	MMP-ML_3-JU775	UNKNOWN	JU775	5461777	5362755	0	156.9	5333510	109239	5548	3112	2411	1760	1332	819	505	271	213	156	212	255	400	639	1395	379066	322210	255272	188178	133501	90775	57949	37041	23228	15390
JU775	MMP-ML_5-JU775	UNKNOWN	JU775	2875534	2821143	0	184.919	2807460	57472	2937	1743	1284	948	638	411	229	111	66	45	46	57	194	717	1176	201633	170700	135593	99380	71555	47823	30679	18957	12233	8034
JU775	MMP-ML_6-JU775	UNKNOWN	JU775	5461961	5347539	0	160.491	5332744	109922	5542	3185	2406	1827	1323	754	431	238	141	103	132	169	349	951	1744	379296	322150	254987	188608	134686	91197	58929	36936	23307	15350
JU775	MMP-ML_7-JU775	UNKNOWN	JU775	10106839	9895735	0	158.777	9869165	202270	10196	5877	4476	3429	2422	1425	824	482	234	197	202	324	643	1593	3080	699522	591710	467261	343836	245151	165025	105179	66424	41855	27143
JU775	Princeton1-PL_9-JU775	UNKNOWN	JU775	18163312	17748893	0	119.294	17744318	367856	17933	9492	7370	5463	3835	2387	1224	642	286	120	231	939	711	367	138	1067975	853768	644150	436052	283686	143467	87317	46614	23392	11953
JU778	BGI1-RET1-JU778	UNKNOWN	JU778	26705220	26301724	0	95.7724	26017825	538065	42622	29380	25033	19091	13463	7742	3996	1708	700	444	594	714	2557	1286	0	1198186	2196097	1843028	1460057	1083815	407093	608895	390239	243679	149338
JU778	BGI2-RET1-JU778	UNKNOWN	JU778	25063134	24685302	0	95.6746	24421760	502445	39906	27410	23382	17319	12471	7162	3516	1563	768	394	504	681	2573	1280	0	1127091	2062766	1724985	1369309	1013302	380850	569316	363891	227818	139606
JU778	BGI3-RET1b-JU778	UNKNOWN	JU778	48056173	47350377	0	87.6259	46828355	971971	75562	51420	42919	32383	22853	13037	6278	2808	1180	601	550	1004	3561	1691	0	2132869	3884001	3223032	2522240	1845803	689146	1016377	641162	395035	238119
JU782	BGI1-RET2-JU782	UNKNOWN	JU782	11733246	11576919	0	139.189	11418271	237272	20441	14779	13119	10107	7083	4233	2158	934	381	251	341	582	1967	1327	0	520599	954934	800662	632307	461280	171349	252034	154326	95642	58506
JU782	BGI2-RET2-JU782	UNKNOWN	JU782	11248922	11097041	0	135.12	10949262	227499	19054	14169	12069	9224	6581	3910	1893	904	369	225	323	598	1696	1146	0	496215	908144	759067	594561	432284	159980	235231	144090	88985	53995
JU782	BGI3-RET2a-JU782	UNKNOWN	JU782	19713724	19433339	0	110.862	19193574	399406	33283	23833	20368	15612	11135	6618	3309	1540	641	282	329	650	2021	1123	0	877435	1613053	1360283	1071514	785386	291989	430261	267857	166442	102293
JU782	Princeton1-PL_17-JU782	UNKNOWN	JU782	18324522	17473643	0	85.5208	17903075	363848	20102	11036	8905	6357	4455	2495	1301	545	273	93	162	601	555	585	134	1141617	934288	723767	511629	365617	204768	143168	94938	67612	64936
JU782	Princeton1-PL_21-JU782	UNKNOWN	JU782	17457398	16693039	0	79.0023	17050256	354437	19018	10100	7737	5674	3987	2306	1178	538	245	103	123	519	461	579	137	1098532	907999	705749	505589	359738	206896	143517	94625	67403	62774
JU782	Princeton1-PL_24-JU782	UNKNOWN	JU782	33149565	31033471	0	90.5167	32351221	692995	37111	19278	14912	11162	8233	5047	2888	1332	613	266	210	503	634	1159	2001	2027450	1685717	1334761	988189	707647	463254	319250	224740	176069	177341
JU782	UChicago-EA1-JU782	UNKNOWN	JU782	13599569	13431961	0	120.596	13230003	300242	20336	12390	9998	8109	6012	4024	2342	1103	527	278	204	411	377	814	2399	1035952	907829	751143	587032	436739	311723	202210	132090	84345	56562
JU782	UChicago2-L007-JU782	UNKNOWN	JU782	23504525	23170166	0	82.2798	22869263	530241	34923	20029	15397	12051	8713	5603	3217	1488	712	283	185	173	216	420	1611	1771113	1544750	1272370	986544	718135	504491	327684	212485	131314	89234
JU792	BGI2-RET6-JU792	UNKNOWN	JU792	9623103	9556922	0	144.565	9364005	193963	16578	12142	10791	8726	5934	3606	1739	744	304	230	402	508	2033	1398	0	442845	812774	682465	539985	400260	148306	219119	135167	82822	49913
JU792	BGI3-RET6a-JU792	UNKNOWN	JU792	24286588	24116154	0	115	23640810	489887	41829	30834	27003	21315	14279	8047	4010	1734	853	572	625	1134	2525	1131	0	1082676	1970654	1633756	1281283	943989	353627	522994	329677	204579	124435
JU830	BGI1-RET3-JU830	UNKNOWN	JU830	17661036	17464801	0	132.19	17179795	361384	31326	23176	19426	15316	11157	6569	3113	1371	622	459	822	1055	3330	2115	0	832953	1536405	1299900	1034288	774530	290046	426413	265475	166130	101115
JU830	BGI2-RET3-JU830	UNKNOWN	JU830	20650277	20418093	0	126.568	20090263	420718	36841	26840	22816	18087	12925	7581	3647	1655	706	491	878	1093	3573	2163	0	971621	1795994	1519084	1211268	905832	339243	502049	314736	196501	121657
JU830	BGI3-RET3a-JU830	UNKNOWN	JU830	32324932	31956745	0	99.9855	31472423	659744	55277	38084	31768	24451	17472	10320	4992	2226	900	509	542	1222	3339	1663	0	1484265	2723741	2294696	1819268	1351860	508247	750515	471575	293539	180368
JU847	BGI1-RET7-JU847	UNKNOWN	JU847	11894927	11690465	0	163.778	11567702	243920	20936	15406	13623	10654	7515	4512	2246	1042	495	394	651	900	3145	1786	0	533158	978988	819259	650827	488207	181804	271166	170332	108297	66681
JU847	BGI2-RET7-JU847	UNKNOWN	JU847	10929658	10738304	0	169.891	10626723	224218	19509	14301	12740	10283	7170	4306	2207	985	458	331	542	937	3210	1738	0	490234	904684	762641	606446	455536	170910	256160	161072	103285	64400
JU847	BGI3-RET7a-JU847	UNKNOWN	JU847	18077630	17761902	0	154.547	17575402	369859	33050	25291	21690	17364	12406	7203	3688	1754	925	689	818	1747	4113	1631	0	809271	1491973	1261199	1009396	764616	291607	437960	284229	184351	117469
KR314	BGI1-RET5-KR314	UNKNOWN	KR314	17875815	17715643	0	162.307	17417625	357396	26992	18165	14946	11575	7993	4570	2417	1233	665	625	1397	1876	5820	2520	0	811268	1476669	1216076	942768	691696	249631	364917	221685	133209	77556
KR314	BGI2-RET5-KR314	UNKNOWN	KR314	15927941	15785069	0	169.644	15519091	317082	24043	16434	13511	10524	7331	4128	2223	1115	601	588	1246	1990	5651	2383	0	723864	1316235	1087378	845463	622913	226622	329530	201016	122218	71996
KR314	BGI3-RET5b-KR314	UNKNOWN	KR314	32961875	32656062	0	125.668	32136944	652842	48612	32765	26615	20632	14090	8080	4209	2130	1210	1039	1198	2744	6628	2137	0	1459836	2633138	2163826	1678583	1232645	458093	672134	420602	259664	157285
KR314	MMP-ML_2-KR314	UNKNOWN	KR314	4457111	4372813	0	198.88	4348665	91851	4550	2568	1928	1442	973	610	462	296	272	290	349	371	539	738	1207	298244	251475	200470	151259	110349	76369	48863	31303	19525	12639
KR314	MMP-ML_3-KR314	UNKNOWN	KR314	6979547	6870685	0	215.586	6807779	144467	7239	3934	2995	2341	1759	1082	655	405	333	324	451	575	840	1418	2950	476437	404554	323207	245349	179100	123963	78988	49916	30882	20173
KR314	MMP-ML_5-KR314	UNKNOWN	KR314	3477662	3424691	0	256.592	3391222	72003	3562	1963	1533	1062	817	536	267	143	100	60	78	128	368	1471	2349	238916	203829	163184	123480	91778	63261	39893	25255	15687	9959
KR314	MMP-ML_6-KR314	UNKNOWN	KR314	4804066	4719250	0	226.754	4685864	99496	4829	2652	1987	1510	1080	661	387	228	133	154	175	292	533	1350	2735	327102	278883	224595	169542	125325	86735	55435	35353	21610	13820
KR314	MMP-ML_7-KR314	UNKNOWN	KR314	8953557	8795626	0	213.529	8734122	184710	9322	5142	3876	2888	2078	1283	751	432	280	246	268	442	871	2389	4457	609525	517744	412428	311820	228432	158374	100101	62908	38799	25528
KR314	Princeton1-PL_20-KR314	UNKNOWN	KR314	1746624	1726553	0	230.613	1704119	35774	1942	986	769	594	393	268	124	69	53	25	73	349	357	574	155	119420	99198	77164	55920	40714	23489	15143	8714	4767	2892
LKC34	BGI1-RET3-LKC34	UNKNOWN	LKC34	14139355	14056163	0	168.99	13756402	282188	24746	18485	16136	12652	9260	5694	2861	1300	620	432	826	1138	4189	2426	0	663098	1218861	1031827	820938	608906	225129	331043	202624	126109	75943
LKC34	BGI2-RET3-LKC34	UNKNOWN	LKC34	15965933	15870863	0	167.003	15532041	319363	27913	20918	18365	14742	10654	6530	3365	1536	720	537	985	1269	4524	2471	0	748146	1378841	1170972	933900	693205	256909	376253	233621	145654	89513
LKC34	BGI3-RET3a-LKC34	UNKNOWN	LKC34	26494242	26333552	0	125.114	25797434	530686	44172	31874	27592	21247	15343	9265	4861	2103	916	555	609	1365	4273	1947	0	1215418	2228981	1871409	1484659	1091567	405415	594450	369730	228511	139247
